timestamp: -1410205020, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409188012, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409167726, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409147440, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409127170, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409106903, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409086631, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409066364, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409046105, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409025846, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1409005590, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408985339, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408965080, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408944716, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408924418, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408904139, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408883858, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408863516, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408843213, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408822875, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408802598, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408782269, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408761957, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408741514, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408721193, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408700879, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408680558, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408660264, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408639871, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408619521, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408599207, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408578907, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408558608, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408538320, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408518037, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408497757, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408477467, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408457181, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408436895, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408416618, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408396267, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408375953, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408355554, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408335263, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408314987, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408294708, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408274428, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408254137, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408233859, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408213580, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408193305, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408173020, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408152742, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408132466, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408112206, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408091945, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408071678, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408051409, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408031141, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1408010784, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407990360, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407970068, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407949798, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407929535, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407909272, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407888961, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407868572, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407848281, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407828015, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407807752, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407787424, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407767124, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407746824, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407726443, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407706129, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407685823, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407665517, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407645141, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407624793, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407604475, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407584176, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407563825, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407543530, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407523238, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407502900, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407482562, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407462272, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407441983, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407421697, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407401415, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407381138, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407360832, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407340491, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407320204, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407299913, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407279630, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407259349, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407239068, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407218786, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407198503, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407178229, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407157953, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407137621, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407117344, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407097084, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407076810, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407056541, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407036280, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1407015983, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406995690, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406975436, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406955183, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406934927, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406914672, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406894417, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406874152, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406853895, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406833638, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406813381, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406793091, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406772796, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406752501, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406732160, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406711862, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406691573, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406671285, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406650998, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406630629, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406610232, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406589924, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406569630, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406549299, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
timestamp: -1406528962, brakes: 1, current pwm signal:7, current velocity: 0.000000, current longitude: 0.00, current latitude: 0.00, current altitude: 0.00, currentPower: 0.00, currentTorque: 0.00
